id	upload_date	duration_s	speakers	has_audio	title
K9TZvJJLjBQ	20241125	1288		no	Sunday Bible Class - Conversions - 11.24.24
g3kvWVcVMiU	20241125	2991		no	Sunday Worship - Overcoming Apathy - 11.24.24
zQ7rgI5B1oQ	20241125	1201		yes	Overcoming Apathy   11 24 24
6s0WU53_Gh8	20241121	3490	Seth McDonald	no	Wednesday Fall Focus - Go Proclaim the Gospel - 11.20.2024
J_5VEYzjT8g	20241118	5413	Clay Gentry	no	Sunday AM Worship - By Faith Moses - 11.17.2024
jj-BSRUhZ_o	20241118	3393		no	Sunday AM Worship - Conversions in Acts - 11.17.2024
t5DgH_r_tBg	20241118	3802	Clay Gentry	no	Falling Asleep in Church - 11.17.2024
Ld0EexAs5Ys	20241114	2890		no	Wednesday PM Bible Class - Go and Learn - 11.13.2024
0Q0NzXRSCzA	20241111	4431	Clay Gentry	no	Sunday PM Worship - The Church at Ephesus - 11.10.2024
bDqVsJapXcs	20241111	3616		no	Sunday AM Bible Class - Conversions in Acts - 11.10.2024
h2u7EJKZhwU	20241111	5543	Clay Gentry	no	Sunday AM Worship - Convicted - 11.10.2024
Jos3Lr7NJ3k	20241108	3601		yes	Jesus Elephants and Donkeys   11 03 24 SUN AM
-bcZi8Zi0W4	20241107	3229		no	Wednesday - Fall Focus - Go Away - 11.06.2024
9Q4KbqgPHyQ	20241104	1876	Clay Gentry	no	Sunday Evening Worship - Sosthenes: From Adversary to Brother - 11/03/24
MzTC_g3OOOg	20241104	3606		no	Sunday Morning Bible Class - Conversions in Acts - 11/03/24
VGx3JlsAq34	20241104	2588	Clay Gentry	no	Sunday Morning Worship - Jesus, Elephants & Donkeys - 11/03/24
O-4JwHWRhIs	20241031	3284	Mike Young	no	Wednesday - Go Sin No More - 10.30.2024
7cvzyCnvAZk	20241030	207	Mike Young	no	Wednesday - Go Sin No More - 10.30.2024
_BsHc1THR-Q	20241030	32	Mike Young	no	Wednesday - Go Sin No More - 10.30.2024
WkCLKZQ_qgQ	20241028	1495	Clay Gentry	no	Sunday AM Worship - The Bittersweet Sacrifice - 10.27.2024
duJxwLgiZrY	20241028	4560		no	Sunday PM - Singing - 10.27.2024
nRNfVI-PAIU	20241028	2119	Clay Gentry	no	Sunday AM Worship - The Bittersweet Sacrifice - 10.27.2024
xmPIsporNUI	20241028	3590		no	Sunday AM Bible Class - Conversions in Acts - 10.27.2024
oigSsu1bAxI	20241027	180	Clay Gentry	no	Sunday AM Worship - The Bittersweet Sacrifice - 10.27.2024
H77Uc1InVUA	20241024	4468	Shawn Jeffries	no	Wednesday PM - Getting Off Course - 10.23.2024
vCbGo-d7Ykc	20241023	4403	Shawn Jeffries	no	Tuesday PM - Blessed Hope - 10.22.2024
czyMQDdDh_0	20241022	4035	Shawn Jeffries	no	Monday PM - Why Send for Peter - 10.21.2024
TixpTqnT7GU	20241021	2979	Shawn Jeffries	no	Sunday Bible Class - When Jesus Marvels - 10.20.2024
t7pB-mtBPN8	20241021	1574	Shawn Jeffries	no	Sunday PM - Fishing with Jesus - 10.20.2024
0Zvu92OgK7A	20241020	283	Shawn Jeffries	no	Sunday AM Worship -  Rahab's Faith - 10.20.2024
5UYi6g6YHS0	20241020	96	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith - 10.20.2024
8VCInM25qEM	20241020	487	Shawn Jeffries	no	Sunday AM Worship -  Rahab's Faith - 10.20.2024
AJjzvUvjnck	20241020	365	Shawn Jeffries	no	Sunday AM Worship -  Rahab's Faith -  10.20.2024
ArG-Sph_umY	20241020	91	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith - 10.20.2024
NbY4lsG7Bm8	20241020	233	Shawn Jeffries	no	Sunday PM - Fishing with Jesus - 10.20.2024
VNftv_AxGxg	20241020	96	Shawn Jeffries	no	Sunday AM Worship -  Rahab's Faith -  10.20.2024
W8sL_NXAwVA	20241020	78	Shawn Jeffries	no	Sunday Bible Class - When Jesus Marvels - 10.20.2024
XP-aDJbsn6Y	20241020	96	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith - 10.20.2024
Z1hq0BC_dNA	20241020	15	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith - 10.20.2024
_G49iEi8NIY	20241020	34	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith -  10.20.2024
cD6r6Tkjzq0	20241020	38	Shawn Jeffries	no	Sunday PM - Fishing with Jesus - 10.20.2024
e8YTs6BypJY	20241020	77	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith - 10.20.2024
ua8iC7f18kQ	20241020	47	Shawn Jeffries	no	Sunday AM Worship - Rahab's Faith - 10.20.2024
iTbyHr_UxGo	20241017	55	Dick Sullivan	no	Wednesday Fall Focus - Go Proclaim the Kingdom - 10.16.2024
xGaEIjZKM14	20241017	87	Dick Sullivan	no	Wednesday Fall Focus - Go Proclaim the Kingdom - 10.16.2024
SOiUfYTQBIo	20241016	15	Dick Sullivan	no	Wednesday Fall Focus - Go Proclaim the Kingdom - 10.16.2024
3v33B6oCLB4	20241014	3434		no	Sunday AM Bible Class - Conversions in Acts - 10.13.2024
YHh40skWdHQ	20241014	4686	Clay Gentry	no	Sunday Worship - Cities of Refuge - 10.13.2024
bWgrSObTAtM	20241014	3494	Clay Gentry	no	Sunday PM Worship - Timothy - 10.13.2024
5l7AHbC38_w	20241013	38	Clay Gentry	no	Sunday PM Worship - Timothy - 10.13.2024
DaALkvruRvM	20241013	52	Clay Gentry	no	Sunday Worship - Cities of Refuge - 10.13.2024
Eijmpsgg4F8	20241013	57	Clay Gentry	no	Sunday PM Worship - Timothy - 10.13.2024
F7FzpJZ-G64	20241013	50		no	Sunday AM Bible Class - Conversions in Acts - 10.13.2024
lBftFZ-vwkU	20241013	10	Clay Gentry	no	Sunday PM Worship - Timothy - 10.13.2024
pvJDaZN3xWo	20241013	57	Clay Gentry	no	Sunday PM Worship - Timothy - 10.13.2024
79KRVZmjA2g	20241010	9	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
JnjTJ2toZpk	20241010	4	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
LUCOMT7Pb9M	20241010	5	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
UnIeqwdQZ1I	20241010	4	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
suM2Y4CVy1I	20241010	21	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
xAdKbrBEoC0	20241010	23	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
2YdKwtQ66jc	20241009	33	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
kn7ShazeKiE	20241009	10	Andrew Dvorak	no	Wednesday Bible Class - Go In Peace - 10.9.2024
9a2V2xauQzE	20241007	3807	Clay Gentry	no	Sunday PM Worship - Cain and Abel - 10.6.2024
OQOAo7WexG8	20241007	1935		yes	Are you Rapture Ready   9 15 2024
VUM_JSkHLjI	20241007	2062		yes	The Ethiopian Eunuch   9 1 2024
lhw4hOZbdhw	20241007	4991	Clay Gentry	no	Sunday AM Worship - Imperfect - A Growing and Vibrant Church - 10.6.2024
xNUlub3CQKc	20241007	2011		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
68FxBr3r794	20241006	2205	Clay Gentry	yes	The Conversion of Cornelius   9 15 2024
Iv1S0IFnMUA	20241006	16		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
NflJDvhaLy8	20241006	53		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
Qx8sctK5qUo	20241006	6		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
V_Dxx16vX38	20241006	13		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
YRZ5Dl_UW5Y	20241006	9		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
aaAHwk3b0SM	20241006	4736	Clay Gentry	yes	Copy of Sunday AM Worship - Imperfect - A Growing and Vibrant Church - 10.6.2024
byKait_dOVU	20241006	8		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
cysdFkntH7Q	20241006	42	Clay Gentry	no	Sunday AM Worship - Imperfect - A Growing and Vibrant Church - 10.6.2024
lEgj93Vt8_o	20241006	1		no	Sunday AM Bible Class - Conversions in Acts - 10.6.2024
liXlk8sIs4U	20241004	2269		yes	Daniel in the Lions Den   9 29 2024
FWFIbG06yzo	20241003	3735	Drew Norman	no	Go the Extra Mile - 10.2.2024 Fall Focus
b7ha8VAHfW4	20241003	2292		yes	The Way   8 18 2024
1L7x5ENzA9A	20240930	3560		no	Sunday AM Bible Class - Acts - 9.29.2024
8uASm1M8FQ0	20240930	4843	Clay Gentry	no	Sunday AM Worship - Daniel in the Lions Den - 9.29.2024
nql5grSEcjU	20240930	3541		no	Sunday PM - Bible Class - Singing - 9.29.2024
5MfW7imc3ns	20240929	34		no	Sunday PM - Bible Class - Singing - 9.29.2024
QVjUDcY7ias	20240929	24	Clay Gentry	no	Sunday AM Worship - Daniel in the Lions Den - 9.29.2024
WTmjL8b6p9Q	20240929	13	Clay Gentry	no	Sunday AM Worship - Daniel in the Lions Den - 9.29.2024
lsTieEfIXh0	20240929	42		no	Sunday PM - Bible Class - Singing - 9.29.2024
CwBdhigH9VI	20240926	9	Josh Tolbert	yes	Sunday PM - Bible Class - Nehemiah - 9.25.2024
D5GHrqCNs1w	20240926	174	Josh Tolbert	yes	Sunday PM - Bible Class - Nehemiah - 9.25.2024
FkA0sz3i-7I	20240923	1746	Doug Arney	no	Sunday Morning Bible Class - 12 Redemption Stories - 092224
I5BcLSDgB3g	20240923	1887	Clay Gentry	no	Sunday Morning Worship - I Shall Not Be Moved - 092224
8Fz4mbLs7Eo	20240919	7	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 9.18.2024
AG5z8sIxVjk	20240919	59	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 9.18.2024
V7TRBZZaxFw	20240919	93	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 9.18.2024
ZHwB8puwOaw	20240919	42	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 9.18.2024
gMZmh0jUKPo	20240918	63	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 9.18.2024
g6I--SHNdDM	20240916	4436	Clay Gentry	no	Sunday PM Worship - The Conversion of Cornelius - 9.15.2024
oCw5yPzxG6U	20240916	4795	Clay Gentry	no	Sunday AM Worship - Are you Rapture Ready - 9.15.2024
wE7Zc_EBPPM	20240916	3381	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 9.15.2024
mIPxeJ3wYPY	20240912	3061	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 9.11.2024
qBHRleorqGo	20240910	2340		yes	Multiplication According to Acts   9 8 2024
xmORkiy99EQ	20240910	1645		yes	Disciples Like Dorcas   9 8 2024
4gluFmkx9A0	20240909	3226	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 9.8.2024
F7JiXNx41fo	20240909	2340	Clay Gentry	yes	Multiplication According to Acts - 9.8.2024
FkN3sJE6hOk	20240909	1645	Clay Gentry	yes	Disciples Like Dorcas - 9.8.2024
PB91n6mO0P8	20240909	5141	Clay Gentry	no	Sunday AM Worship - Multiplication According to Acts - 9.8.2024
eRBDb8qW-ps	20240909	3236	Clay Gentry	no	Sunday PM Worship - 9.8.2024
JOJj-6MubQs	20240905	3491	Josh Tolbert	no	Wednesday Bible Class - Nehemiah - 9.4.2024
746wkLeOq1E	20240902	3821	Clay Gentry	no	Sunday PM Worship - Ethiopian Eunuch - 9.1.2024
AlJ5rnJQSZg	20240902	3388	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 9.1.2024
CYAt_3jxH98	20240902	5161	Clay Gentry	no	Sunday AM Worship - Refreshing a Growing and Vibrant Church - 9.1.2024
Yuo8GBVvYRI	20240829	3714	Josh Tolbert	yes	Wednesday Bible Class - Nehemiah - 8.28.2024
M1mfI-xMC7M	20240826	3987		no	Sunday Evening Worship - Singing Night - 8.25.24
Yebkh2weCTc	20240826	5158	Clay Gentry	no	Sunday AM Worship - Jesus the only way to God - 8.25.24
_Xx8gHxlD4E	20240822	3397		no	Wednesday Bible Class - Nehemiah - 8.21.2024
B7YwDYbAUlA	20240819	3205	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 8.18.2024
PoFkoggyDgU	20240819	4884		no	Sunday PM Worship - The Way - 8.18.2024
ch3IsHmRgJ8	20240819	4639	Josh Tolbert	yes	Sunday PM Worship - Depression with Faith - 8.18.2024
H7HNlfiWsfk	20240815	336	Josh Tolbert	yes	Wednesday Bible Class - Nehemiah - 8.14.2024
DufzZ6a6w64	20240814	17	Josh Tolbert	yes	Wednesday Bible Class - Nehemiah - 8.14.2024
wMGNGIkvLDM	20240814	13	Josh Tolbert	yes	Wednesday Bible Class - Nehemiah - 8.14.2024
1QPhup4b0M8	20240812	4515	Clay Gentry	no	Sunday Morning Worship - Who Knows - 081124
U9BEJzYLoWI	20240812	4097	Clay Gentry	no	Sunday Evening Worship - God Isnt Fooled - 081124
UzDr2xYjN3M	20240812	3485	Doug Arney	no	Sunday Morning Bible Class - 12 Redemption Stories - 081124
XOiV6II5JpE	20240808	3715	Josh Tolbert	yes	Wednesday PM - Bible Class - Nehemiah - 8.7.2024
0Bc0L0cbDpM	20240805	3820	Clay Gentry	no	Sunday PM Worship - Give Jesus - 8.4.2024
32H0-80moqQ	20240805	3317	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 8.4.2024
h0jcxIKY4EY	20240805	4952	Clay Gentry	no	Sunday AM Worship - Missional A Growing and Vibrant Church - 8.4.2024
2URLiRxx4SI	20240804	52	Clay Gentry	no	Sunday AM Worship - Missional A Growing and Vibrant Church - 8.4.2024
Zz5Em5B-JIk	20240801	3289	Josh Tolbert	no	Wednesday PM Bible Class - Nehemiah - 7.31.2024
9jxM4B6Lors	20240729	4164	Charlie Norman	no	Sunday PM - Dominica Report - 7.28.2024
VQTjh0qaO3Y	20240729	3098	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 7.28.2024
hqzWty4JwD4	20240729	5145		no	Sunday AM Worship - The Churchs Diet - 7.28.2024
_QC5Qu86m3U	20240727	5790		no	Gospel Singing 2024
nFATYFlx9fM	20240725	3707	Josh Tolbert	yes	Wednesday Night Bible Class - Nehemiah - 7242024
ARAcHzIz4ao	20240723	1940	Clay Gentry	yes	Appointing New Elders - 072124
JyQIt8JDUdc	20240722	3099	Doug Arney	no	Sunday Morning Bible Class - 12 Redemption Stories - 072124
LmU21NwejzA	20240722	3431		no	Sunday Evening Worship - Have You Anything To Eat - 072124
SJAnPiIM3b0	20240722	5414	Clay Gentry	no	Sunday Morning Worship - Appointing New Elders - 072124
4yvImhfAbTU	20240718	3674	Josh Tolbert	yes	Wednesday PM Bible Class - Nehemiah - 7.17.2024
Xpd9ABx99sU	20240715	6237	Clay Gentry	no	Sunday AM Worship - Jobs Friends - Miserable Comforters - 7.14.2024
cB_3wpirCj0	20240715	3930	Clay Gentry	no	Sunday PM Worship - Jesus Burial - 7.14.2024
s90uh6VFqV4	20240715	3589	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 7.14.2024
FfzmSkQpeEI	20240711	3590	Josh Tolbert	yes	Wednesday Bible Class - Nehemiah - 7.10.2024
6y82WYCMxX8	20240708	3642	Doug Arney	no	Sunday AM Bible Class - 12 Redemption Stories - 7.7.2024
8ycai24KFNE	20240708	4382		no	Sunday PM  Worship - Jesus before Pilate - 7.7.2024
walxPudCGEM	20240708	4816	Clay Gentry	no	Sunday AM Worship - A Growing and Vibrant Church is Spirit Lead - 7.7.2024
UywwHpoFciA	20240704	3654	Josh Tolbert	yes	Wednesday Bible Class - Nehemiah - 7.3.2024
G64PeWTDJAg	20240701	4388		no	Sunday AM - Worship - The Lords Army - 6.30.2024
SYvaL9ubwos	20240701	3197	Doug Arney	no	Sunday AM - Bible Class - 12 Redemption Stories - 6.30.2024
T1fADHDpaHk	20240701	3404		no	Sunday PM - Worship - Singing - 6.30.2024
s2RYrehgecE	20240627	4372		no	Wednesday PM - VBS - 6.26.2024
21HjxPbjIK0	20240626	4489		no	Tuesday PM -VBS- 062524
YAWwplSxRIo	20240625	3940		no	Monday PM - VBS - 6.24.2024
8WaoBsB8--E	20240624	4957		no	Sunday AM Worship - VBS - 6.23.2024
TKu7111HJ6g	20240624	4580		no	Sunday PM Worship - VBS - 6.23.2024
AEsGQ1Bb8Ww	20240623	69		no	Sunday AM Bible Class - VBS - 6.23.2024
UyQJaf17LbM	20240623	93		no	Sunday AM - Bible Class - VBS - 6.23.2024
_9FIkMCYFAA	20240623	35		no	Sunday AM - Bible Class - VBS - 6.23.2024
nLlwJR3doJI	20240623	16		no	Sunday AM Bible Class - VBS - 6.23.2024
pzfJi7S8Fx4	20240623	103		no	Sunday AM Bible Class - VBS - 6.23.2024
sG0PRiMWIh4	20240623	80		no	Sunday AM Bible Class - VBS - 6.23.2024
RGwsZAK0XBY	20240620	3698	Josh Tolbert	yes	Wed PM Bible Class - Ezra - 6.19.24
IKde7rvHKRk	20240618	2235	Clay Gentry	yes	Jesus Our Substitute 6 16 24
0AJiE0dqBSM	20240617	4542		no	Sunday PM Worship - Beware the Scribes - 6.16.2024
M_AxBlvages	20240617	3554	Charlie Norman	no	Sunday AM Bible Class - From Creation to Eternity - 6.16.2024
eCVfQI6AVK4	20240617	5384	Clay Gentry	no	Sunday AM Worship - Jesus Our Substitute - 6.16.2024
l64GX8P1TSc	20240613	3664	Josh Tolbert	yes	Wed PM Bible Class - Ezra - 6.12.24
LFgmUjo0jr0	20240610	5324	Clay Gentry	no	Sunday AM Worship - Sodom Within - 6.9.2024
OuIhUzd2h9E	20240610	3301	Charlie Norman	no	Sunday AM Bible Class - From Creation to Eternity - 6.9.2024
PJbcxKPgEA4	20240610	3868	Clay Gentry	no	Sunday Evening Worship - Jesus Cleanses The Temple
t9ZG2Rd42vA	20240606	3292		no	Wed PM Bible Class - Ezra - 6.5.24
1Px2AGY4niA	20240603	3045	Charlie Norman	no	Sunday Bible Class - From Creation to Eternity - 6.2.2024
BwVmplB1LdY	20240603	5277		no	Sunday AM Worship - Worshipful - 6.2.24
vSTbNVjXBbs	20240603	4199	Clay Gentry	no	Sunday Evening Worship - 10 minas - 6.2.24
Gx1KcngwlbE	20240530	3729	Josh Tolbert	yes	Wed PM Bible Class - Ezra - 5.29.24
9UyJVQU-W6E	20240527	3985		no	Sunday Morning Worship - Singing - 052624
lBdbwA01Z-o	20240527	6121		no	Sunday Morning Worship - The Battle of Michmash Jonathan's Great Victory - 052624
xJ2t558RAkc	20240527	3056	Charlie Norman	no	Sunday Morning Bible Class - From Creation to Eternity - 052624
JQXPICc6Ygw	20240520	3445	Charlie Norman	no	Sunday AM Bible Class - From Creation to Eternity - 5.19.2024
TWYBbLjFrPM	20240520	4211	Clay Gentry	no	Sunday PM Worship - One Gave Thanks - 5.19.2024
bSl6yzAQ4qg	20240520	4939		no	Sunday AM Worship - Surrounded But Sustained - 5.19.2024
BW-WoQlXQC4	20240516	3586	Josh Tolbert	no	Wed PM Bible Class - Ezra - 5.15.24
W96EXQbSqIU	20240513	2942	Josh Tolbert	yes	Sunday AM Worship - From Creation to Eternity - 05.12.2024
eprEk22A4eE	20240513	5846	Clay Gentry	no	Sunday AM Worship - Naamans Slave Girl - 5.12.2024
W96EXQbSqIU	20240512	2942	Josh Tolbert	yes	Sunday AM Worship - From Creation to Eternity - 05.12.2024
_WdhG1Ap5Ak	20240506	5391	Clay Gentry	no	Sunday AM Worship - Generous - 05.05.2024
fTUpUSXECWI	20240506	3071	Charlie Norman	no	Sunday AM Bible Class - From Creation to Eternity - 05.05.2024
r7ld4o0i-Sc	20240506	3988	Clay Gentry	no	Sunday PM Worship - Happiness According to the Prodigal - 05.05.2024
9jRjZGKcpA4	20240425	3820		no	Wed PM Bible Class - Ezra - 4.24.24
3ZJF3KuOHW8	20240422	2387	Clay Gentry	no	Sunday AM Worship - Don't You Care? - 4.21.2024
VE6o9M6iiYo	20240421	2627	Clay Gentry	no	Sunday AM Worship - Don't You Care? - 4.21.2024
mC1EbDzyzVo	20240418	3512	Josh Tolbert	yes	Wed PM Bible Class - Ezra - 4.17.24
VA-JCSy4pYg	20240414	3491	Charlie Norman	no	Sunday AM Bible Class - From Creation to Eternity
vJWz2YN9nC8	20240414	4464	Clay Gentry	no	Sunday Morning Worship - Real Religion - 041424
3fgTaNRF76s	20240413	2475		yes	Singing Service   1 28 24   SUN PM 1
6cFvjZvj-84	20240413	2233		no	Lord of the Sabbath   2 4 24   SUN PM 1
FLyLMKkfR2w	20240413	2282		yes	Evangelistic A Growing and Vibrant Church   1 7 24   SUN AM 1
U0TqbfG31yM	20240413	2618		yes	Our Message The Gospel   1 28 24 SUN AM 1
aIWDaIjpp0w	20240413	2212		yes	This Little Light   1 21 24   SUN AM 1
bw2WiRuTF0s	20240413	2572		yes	Elder's Vision for 2024   12 31 23   SUN AM 1
d3pKSSPA3es	20240413	2070		yes	Exploring Luke's Birth Narrative   1 7 24   SUN PM 1
htQ8DeKrWdc	20240413	2415		yes	Song and Prayer Service   12 31 23   SUN PM 1
psW4ikVMfiA	20240413	1614		yes	Stop Sharing the Gospel   1 14 24   SUN AM 1
uuvdrjgVAgA	20240413	2328		yes	Gracious A Vibrant and Growing Church   2 4 24   SUN AM 1
7n5dh23F6uQ	20240408	4965		no	Sunday Evening Worship - Blessings, Curses, and Redemption - 040724
K-7Gt4cl1Mk	20240408	3336	Charlie Norman	no	Sunday Morning Bible Class - From Creation to Eternity - 040724
bTmQVfRhmqw	20240404	3412	Josh Tolbert	yes	Wed PM - Bible Class - Ezra - 4.3.24
AhNGd4hC-CM	20240401	3387	Charlie Norman	no	Sunday AM  Bible Class - From Creation to Eternity - 3.31.2024
wHPV4HWldPk	20240331	5129	Clay Gentry	no	Sunday AM Worship - The Resurrected Savior Is - 3.31.2024
xAeaUGO3LIY	20240327	2847	Landon Loveall	no	Wednesday PM Bible Class - James - 03.27.2024
d60BrvrW4e4	20240325	3306		no	Sunday Bible Class - It's not rocket science - 3.24.2024
h0oU9e6HfJc	20240325	4419	Clay Gentry	no	Sunday AM - The Good Samaritan - 3.24.24
-ehD-yHtAHk	20240321	3422	Landon Loveall	no	Wednesday Bible Class - James -03202024
FlHKNWpDrM0	20240318	5661	Clay Gentry	no	Sunday AM Worship - Free in Christ - 3.17.2024
J-iKqORDTp0	20240318	3819	Clay Gentry	no	Sunday PM Worship - Greatness According to Jesus - 3.17.2024
4U1-_rLqjFs	20240314	2131	Landon Loveall	no	Wednesday PM Class - James - 3.13.2024
fxueCcCa-Tw	20240311	4109	Clay Gentry	no	Sunday PM Worship - Feeding the 5000 - 3.10.2024
BvC_IVcbBYQ	20240307	3486	Landon Loveall	no	Wednesday Bible Class - James - 3.6.2024
0qWLEqRzJxk	20240304	4997	Clay Gentry	no	Sunday AM Worship - Discipling - 3.3.2024
iM5ZI9j6Gpk	20240304	3314		no	Sunday Morning Bible Class - It's Not Rocket Science - 030324
F0yIBszxAJo	20240229	3333		no	Wednesday Night Bible Class - James - 022824
AazBiHXJqk0	20240226	2836		no	Sunday Morning Bible Class - It's Not Rocket Science - 022524
CCvvUzbcpWc	20240222	3258	Landon Loveall	no	Wednesday Night Bible Class - James - 022124
ArB9rCBNUWU	20240219	4643	Clay Gentry	no	Sunday AM Worship - Come See - 2.18.2024
m_tHs5A9zjI	20240219	3157		no	Sunday AM Bible Class - It's Not Rocket Science - 2.18.2024
lxGospk5PmE	20240215	3174	Landon Loveall	no	Wednesday PM Bible Class - James - 2.14.2024
Bpyb3ijg4TM	20240212	5079	Clay Gentry	no	Sunday AM Worship - Trained By Grace - 2.11.2024
_ZiOHj4WpqY	20240212	3195		no	Sunday AM Bible Class - It's Not Rocket Science - 2.11.2024
RJatpmdrmJM	20240208	3261	Landon Loveall	no	Wednesday PM - Bible Class - James - 2.7.2024
G1Fov2u_D34	20240205	3170		no	Sunday Morning Bible Class - It's Not Rocket Science - 020424
LY32rA_UWPc	20240205	4706		no	Sunday AM Worship - Gracious-A Growing and Vibrant Church - 2.4.2024
x-87Q9-5gJo	20240204	3819	Clay Gentry	no	Sunday PM Worship - Lord of the Sabbath - 2.4.2024
7mum1lBG_8g	20240201	3324	Landon Loveall	no	Wednesday Bible Class - James - 1.31.24
0pQK8inwBV0	20240129	5627	Clay Gentry	no	Sunday AM Sermon - Our Message: The Gospel - 1.28.2024
kB26eLMhkiw	20240129	3974		no	Sunday PM - Singing - 1.28.2024
bFkiveWk0pc	20240125	3751	Landon Loveall	no	Wednesday Night Bible Class - James - 1242024
2t2In0HvfyU	20240115	4214	Charlie Norman	no	Sunday Evening Worship - Mozambique Report - 011424
N4bs95VyjAU	20240115	4030	Clay Gentry	no	Sunday AM Worship - Stop Sharing the Gospel - 1.14.2024
aOJbRmk_lq8	20240115	3856		no	Sunday AM Bible Class - It's Not Rocket Science - 12.14.2024
w2IJQoftS7o	20240111	3943	Landon Loveall	no	Wednesday Night Bible Class - James - 011024
A-gDjXSrRbc	20240108	4379	Clay Gentry	no	Sunday Evening Worship - Exploring Luke's Narrative - 010723
EP6P-z1VTeM	20240108	5305	Clay Gentry	no	Sunday AM Worship - A Growing and Vibrant Church - 1.7.2023
MD6My3ACvP8	20240108	3835		no	Sunday Morning Bible Class - It Is Not Rocket Science - 010724
icWhSkIQhDE	20240104	3846	Landon Loveall	no	Wednesday Night Bible Class - James - 010324
lW22bj0Mdqk	20240101	3846		no	Sunday Evening Worship - Singing/Scripture/Prayer Service - 123123
rz92hkPO2k4	20240101	3819		no	Sunday AM - Bible Class - It's Not Rocket Science - 12.31.2023
ve-S2w7db2Y	20240101	5204	Charlie Norman	no	Sunday AM Worship - Elder's Vision for 2024 - 12.31.2023
0yILq3uUB4I	20231228	3104	Blaine Hyle	no	Wednesday - Fall Focus - The Hidden Treasure/Pearl - 12.27.2023
T8HfZSKaZ10	20231225	5788		no	Sunday Morning Worship - What Do You Want From Me - 122423
mU7DKT923gI	20231225	3343		no	Sunday Evening Worship - Forgive: What you Give When You Forgive - 122423
1zFJWfqLZQY	20231218	6012		no	Sunday PM Worship - Malawi Report - 121723
V8dxfqCd6z8	20231217	3912	Doug Arney	no	Sunday AM Bible Class - 12.17.2023
GtO8eaesbzA	20231214	3440	Landon Loveall	no	Wednesday PM Bible Class - The Rich Fool - 12.13.2023
_qXNEAMrq0o	20231211	5347	Clay Gentry	no	Sunday AM Worship - Pharaoh and the Frogs - 12.10.2023
fXwZ1zEtM1Y	20231211	3679	Clay Gentry	no	Sunday Pm Worship - 5 Warnings In Hebrews - 12.10.2023
huUx9S3chLo	20231211	3799	Doug Arney	no	Sunday AM Bible Class - 12.10.2023
1LuhzyhUkOk	20231207	3158	David Ledford	no	Wednesday PM - Fall Focus - The Lost Sheep - 12.6.2023
g2M0qDN_gQw	20231204	4559	Clay Gentry	no	Sunday PM Worship - Salvation by Grace through Faith - 12.3.2023
xeYCwlv4f2U	20231203	1798	Doug Arney	no	Sunday AM Bible Class - 12.3.2023
hHzoNN4oIFk	20231130	3421		no	Wednesday PM - Fall Focus - The Prodigal Son - 11.29.2023
3HYLo9FtsxQ	20231127	3968		no	Sunday Evening Worship - Singing and Prayer Service - 112623
cLmWN9EwI2k	20231127	3758		no	Sunday Morning Bible Class - Story of the Resurrection - 112623
nNixB37t2zk	20231127	5726		no	Sunday Morning Worship - Godliness & Contentment - 112623
DZv468EV_Qs	20231123	3865	Seth McDonald	no	Wednesday PM - Fall Focus - The Sower - 11.22.2023
